x,y,u,v
27.374,-18.202,1.0097,-0.0019717
27.455,-18.202,1.0097,-0.0019614
27.537,-18.202,1.0097,-0.0019512
27.619,-18.202,1.0097,-0.0019409
27.701,-18.202,1.0097,-0.0019308
27.784,-18.202,1.0097,-0.0019206
27.866,-18.202,1.0097,-0.0019105
27.949,-18.202,1.0097,-0.0019005
28.032,-18.202,1.0097,-0.0018904
28.115,-18.202,1.0097,-0.0018805
28.198,-18.202,1.0096,-0.0018705
28.281,-18.202,1.0096,-0.0018606
28.364,-18.202,1.0096,-0.0018508
28.448,-18.202,1.0096,-0.0018409
28.532,-18.202,1.0096,-0.0018312
28.616,-18.202,1.0096,-0.0018214
28.7,-18.202,1.0096,-0.0018117
28.784,-18.202,1.0096,-0.001802
28.868,-18.202,1.0096,-0.0017924
28.953,-18.202,1.0096,-0.0017828
29.038,-18.202,1.0096,-0.0017733
29.122,-18.202,1.0096,-0.0017638
29.207,-18.202,1.0096,-0.0017543
29.293,-18.202,1.0096,-0.0017448
29.378,-18.202,1.0096,-0.0017354
29.463,-18.202,1.0096,-0.0017261
29.549,-18.202,1.0095,-0.0017167
29.635,-18.202,1.0095,-0.0017074
29.721,-18.202,1.0095,-0.0016982
29.807,-18.202,1.0095,-0.001689
29.893,-18.202,1.0095,-0.0016798
29.98,-18.202,1.0095,-0.0016706
30.066,-18.202,1.0095,-0.0016615
30.153,-18.202,1.0095,-0.0016525
30.24,-18.202,1.0095,-0.0016434
30.327,-18.202,1.0095,-0.0016345
30.414,-18.202,1.0095,-0.0016255
30.502,-18.202,1.0095,-0.0016166
30.589,-18.202,1.0095,-0.0016078
30.677,-18.202,1.0095,-0.0015989
30.765,-18.202,1.0095,-0.0015902
30.853,-18.202,1.0094,-0.0015814
30.941,-18.202,1.0094,-0.0015727
31.03,-18.202,1.0094,-0.0015641
31.118,-18.202,1.0094,-0.0015555
31.207,-18.202,1.0094,-0.0015469
31.296,-18.202,1.0094,-0.0015384
31.385,-18.202,1.0094,-0.0015299
31.474,-18.202,1.0094,-0.0015215
31.563,-18.202,1.0094,-0.0015131
31.653,-18.202,1.0094,-0.0015047
31.743,-18.202,1.0094,-0.0014964
31.833,-18.202,1.0094,-0.0014881
31.923,-18.202,1.0094,-0.0014799
32.013,-18.202,1.0094,-0.0014717
32.103,-18.202,1.0093,-0.0014635
32.194,-18.202,1.0093,-0.0014554
32.284,-18.202,1.0093,-0.0014473
32.375,-18.202,1.0093,-0.0014392
32.466,-18.202,1.0093,-0.0014312
32.557,-18.202,1.0093,-0.0014233
32.649,-18.202,1.0093,-0.0014153
32.74,-18.202,1.0093,-0.0014075
32.832,-18.202,1.0093,-0.0013996
32.924,-18.202,1.0093,-0.0013918
33.016,-18.202,1.0093,-0.001384
33.108,-18.202,1.0093,-0.0013763
33.2,-18.202,1.0093,-0.0013686
33.293,-18.202,1.0093,-0.001361
33.386,-18.202,1.0092,-0.0013534
33.478,-18.202,1.0092,-0.0013458
33.571,-18.202,1.0092,-0.0013383
33.665,-18.202,1.0092,-0.0013308
33.758,-18.202,1.0092,-0.0013233
33.852,-18.202,1.0092,-0.0013159
33.945,-18.202,1.0092,-0.0013085
34.039,-18.202,1.0092,-0.0013012
34.133,-18.202,1.0092,-0.0012939
34.227,-18.202,1.0092,-0.0012866
34.322,-18.202,1.0092,-0.0012794
34.416,-18.202,1.0092,-0.0012722
34.511,-18.202,1.0092,-0.0012651
34.606,-18.202,1.0091,-0.001258
34.701,-18.202,1.0091,-0.0012509
34.796,-18.202,1.0091,-0.0012439
34.892,-18.202,1.0091,-0.0012369
34.987,-18.202,1.0091,-0.0012299
35.083,-18.202,1.0091,-0.001223
35.179,-18.202,1.0091,-0.0012162
35.275,-18.202,1.0091,-0.0012093
35.371,-18.202,1.0091,-0.0012025
35.467,-18.202,1.0091,-0.0011958
35.564,-18.202,1.0091,-0.0011891
35.661,-18.202,1.0091,-0.0011824
35.758,-18.202,1.0091,-0.0011758
35.855,-18.202,1.009,-0.0011692
35.952,-18.202,1.009,-0.0011627
36.05,-18.202,1.009,-0.0011562
36.147,-18.202,1.009,-0.0011497
36.245,-18.202,1.009,-0.0011433
36.343,-18.202,1.009,-0.0011369
36.441,-18.202,1.009,-0.0011306
36.539,-18.202,1.009,-0.0011243
36.638,-18.202,1.009,-0.0011181
36.737,-18.202,1.009,-0.0011118
36.835,-18.202,1.009,-0.0011057
36.934,-18.202,1.009,-0.0010995
37.034,-18.202,1.009,-0.0010934
37.133,-18.202,1.0089,-0.0010874
37.232,-18.202,1.0089,-0.0010814
37.332,-18.202,1.0089,-0.0010754
37.432,-18.202,1.0089,-0.0010695
37.532,-18.202,1.0089,-0.0010636
37.632,-18.202,1.0089,-0.0010577
37.733,-18.202,1.0089,-0.0010519
37.833,-18.202,1.0089,-0.0010461
37.934,-18.202,1.0089,-0.0010403
38.035,-18.202,1.0089,-0.0010346
38.136,-18.202,1.0089,-0.001029
38.237,-18.202,1.0089,-0.0010234
38.339,-18.202,1.0089,-0.0010178
38.44,-18.202,1.0088,-0.0010122
38.542,-18.202,1.0088,-0.0010067
38.644,-18.202,1.0088,-0.0010013
38.746,-18.202,1.0088,-0.00099583
38.849,-18.202,1.0088,-0.00099044
38.951,-18.202,1.0088,-0.0009851
39.054,-18.202,1.0088,-0.00097979
39.157,-18.202,1.0088,-0.00097452
39.26,-18.202,1.0088,-0.00096929
39.363,-18.202,1.0088,-0.0009641
39.466,-18.202,1.0088,-0.00095894
39.57,-18.202,1.0088,-0.00095382
39.674,-18.202,1.0087,-0.00094874
39.778,-18.202,1.0087,-0.00094369
39.882,-18.202,1.0087,-0.00093868
39.986,-18.202,1.0087,-0.0009337
40.091,-18.202,1.0087,-0.00092876
40.195,-18.202,1.0087,-0.00092386
40.3,-18.202,1.0087,-0.00091899
40.405,-18.202,1.0087,-0.00091415
40.51,-18.202,1.0087,-0.00090935
40.616,-18.202,1.0087,-0.00090459
40.721,-18.202,1.0087,-0.00089987
40.827,-18.202,1.0087,-0.00089519
40.933,-18.202,1.0087,-0.00089055
41.039,-18.202,1.0086,-0.00088594
41.145,-18.202,1.0086,-0.00088138
41.252,-18.202,1.0086,-0.00087686
41.358,-18.202,1.0086,-0.00087238
41.465,-18.202,1.0086,-0.00086794
41.572,-18.202,1.0086,-0.00086355
41.679,-18.202,1.0086,-0.00085919
41.787,-18.202,1.0086,-0.00085487
41.894,-18.202,1.0086,-0.0008506
42.002,-18.202,1.0086,-0.00084637
42.11,-18.202,1.0086,-0.00084217
42.218,-18.202,1.0086,-0.00083801
42.326,-18.202,1.0085,-0.0008339
42.434,-18.202,1.0085,-0.00082981
42.543,-18.202,1.0085,-0.00082577
42.652,-18.202,1.0085,-0.00082176
42.761,-18.202,1.0085,-0.00081778
42.87,-18.202,1.0085,-0.00081385
42.979,-18.202,1.0085,-0.00080994
43.089,-18.202,1.0085,-0.00080607
43.199,-18.202,1.0085,-0.00080224
43.308,-18.202,1.0085,-0.00079844
43.419,-18.202,1.0085,-0.00079468
43.529,-18.202,1.0085,-0.00079096
43.639,-18.202,1.0085,-0.00078727
43.75,-18.202,1.0084,-0.00078362
43.861,-18.202,1.0084,-0.00078
43.972,-18.202,1.0084,-0.00077643
44.083,-18.202,1.0084,-0.00077289
44.194,-18.202,1.0084,-0.00076939
44.306,-18.202,1.0084,-0.00076593
44.417,-18.202,1.0084,-0.00076251
44.529,-18.202,1.0084,-0.00075912
44.641,-18.202,1.0084,-0.00075577
44.754,-18.202,1.0084,-0.00075246
44.866,-18.202,1.0084,-0.00074919
44.979,-18.202,1.0084,-0.00074595
45.092,-18.202,1.0083,-0.00074274
45.205,-18.202,1.0083,-0.00073957
45.318,-18.202,1.0083,-0.00073643
45.431,-18.202,1.0083,-0.00073332
45.545,-18.202,1.0083,-0.00073025
45.659,-18.202,1.0083,-0.0007272
45.773,-18.202,1.0083,-0.00072419
45.887,-18.202,1.0083,-0.0007212
46.001,-18.202,1.0083,-0.00071825
46.116,-18.202,1.0083,-0.00071533
46.23,-18.202,1.0083,-0.00071244
46.345,-18.202,1.0083,-0.00070958
46.46,-18.202,1.0083,-0.00070675
46.575,-18.202,1.0082,-0.00070395
46.691,-18.202,1.0082,-0.00070119
46.806,-18.202,1.0082,-0.00069847
46.922,-18.202,1.0082,-0.00069578
47.038,-18.202,1.0082,-0.00069312
47.154,-18.202,1.0082,-0.00069051
47.271,-18.202,1.0082,-0.00068793
47.387,-18.202,1.0082,-0.00068538
47.504,-18.202,1.0082,-0.00068288
47.621,-18.202,1.0082,-0.00068041
47.738,-18.202,1.0082,-0.00067797
47.855,-18.202,1.0082,-0.00067557
47.973,-18.202,1.0082,-0.0006732
48.091,-18.202,1.0081,-0.00067087
48.208,-18.202,1.0081,-0.00066857
48.326,-18.202,1.0081,-0.0006663
48.445,-18.202,1.0081,-0.00066407
48.563,-18.202,1.0081,-0.00066186
48.682,-18.202,1.0081,-0.0006597
48.801,-18.202,1.0081,-0.00065756
48.92,-18.202,1.0081,-0.00065546
49.039,-18.202,1.0081,-0.00065339
49.158,-18.202,1.0081,-0.00065135
49.278,-18.202,1.0081,-0.00064935
49.397,-18.202,1.0081,-0.00064738
49.517,-18.202,1.0081,-0.00064545
49.637,-18.202,1.008,-0.00064355
49.758,-18.202,1.008,-0.00064169
49.878,-18.202,1.008,-0.00063986
49.999,-18.202,1.008,-0.00063806
50.12,-18.202,1.008,-0.00063631
50.241,-18.202,1.008,-0.00063458
50.362,-18.202,1.008,-0.00063289
50.484,-18.202,1.008,-0.00063124
50.605,-18.202,1.008,-0.00062962
50.727,-18.202,1.008,-0.00062803
50.849,-18.202,1.008,-0.00062648
50.971,-18.202,1.008,-0.00062497
51.094,-18.202,1.008,-0.00062348
51.216,-18.202,1.0079,-0.00062203
51.339,-18.202,1.0079,-0.00062062
51.462,-18.202,1.0079,-0.00061924
51.585,-18.202,1.0079,-0.00061789
51.709,-18.202,1.0079,-0.00061657
51.832,-18.202,1.0079,-0.00061529
51.956,-18.202,1.0079,-0.00061403
52.08,-18.202,1.0079,-0.00061281
52.204,-18.202,1.0079,-0.00061161
52.328,-18.202,1.0079,-0.00061045
52.453,-18.202,1.0079,-0.00060932
52.578,-18.202,1.0079,-0.00060822
52.702,-18.202,1.0079,-0.00060715
52.828,-18.202,1.0079,-0.0006061
52.953,-18.202,1.0078,-0.00060509
53.078,-18.202,1.0078,-0.0006041
53.204,-18.202,1.0078,-0.00060315
53.33,-18.202,1.0078,-0.00060222
53.456,-18.202,1.0078,-0.00060132
53.582,-18.202,1.0078,-0.00060044
53.709,-18.202,1.0078,-0.00059959
53.835,-18.202,1.0078,-0.00059877
53.962,-18.202,1.0078,-0.00059798
54.089,-18.202,1.0078,-0.00059722
54.216,-18.202,1.0078,-0.00059648
54.344,-18.202,1.0078,-0.00059578
54.471,-18.202,1.0078,-0.0005951
54.599,-18.202,1.0078,-0.00059446
54.727,-18.202,1.0077,-0.00059386
54.855,-18.202,1.0077,-0.00059328
54.983,-18.202,1.0077,-0.00059274
55.112,-18.202,1.0077,-0.00059224
55.241,-18.202,1.0077,-0.00059177
55.37,-18.202,1.0077,-0.00059134
55.499,-18.202,1.0077,-0.00059094
55.628,-18.202,1.0077,-0.00059058
55.758,-18.202,1.0077,-0.00059025
55.887,-18.202,1.0077,-0.00058996
56.017,-18.202,1.0077,-0.0005897
56.147,-18.202,1.0077,-0.00058948
56.278,-18.202,1.0077,-0.00058929
56.408,-18.202,1.0077,-0.00058914
56.539,-18.202,1.0077,-0.00058902
56.67,-18.202,1.0076,-0.00058893
56.801,-18.202,1.0076,-0.00058889
56.932,-18.202,1.0076,-0.00058887
57.064,-18.202,1.0076,-0.0005889
57.195,-18.202,1.0076,-0.00058897
57.327,-18.202,1.0076,-0.00058907
57.459,-18.202,1.0076,-0.00058921
57.591,-18.202,1.0076,-0.00058939
57.724,-18.202,1.0076,-0.00058961
57.856,-18.202,1.0076,-0.00058987
57.989,-18.202,1.0076,-0.00059015
58.122,-18.202,1.0076,-0.00059047
58.255,-18.202,1.0076,-0.00059083
58.389,-18.202,1.0076,-0.00059121
58.522,-18.202,1.0076,-0.00059161
58.656,-18.202,1.0075,-0.00059205
58.79,-18.202,1.0075,-0.0005925
58.924,-18.202,1.0075,-0.00059298
59.059,-18.202,1.0075,-0.00059347
59.193,-18.202,1.0075,-0.00059399
59.328,-18.202,1.0075,-0.00059453
59.463,-18.202,1.0075,-0.00059508
59.598,-18.202,1.0075,-0.00059567
59.734,-18.202,1.0075,-0.00059627
59.869,-18.202,1.0075,-0.0005969
60.005,-18.202,1.0075,-0.00059756
60.141,-18.202,1.0075,-0.00059825
60.277,-18.202,1.0075,-0.00059898
60.414,-18.202,1.0075,-0.00059973
60.55,-18.202,1.0075,-0.00060052
60.687,-18.202,1.0075,-0.00060134
60.824,-18.202,1.0074,-0.00060219
60.961,-18.202,1.0074,-0.00060308
61.098,-18.202,1.0074,-0.00060399
61.236,-18.202,1.0074,-0.00060494
61.374,-18.202,1.0074,-0.00060591
61.511,-18.202,1.0074,-0.00060691
61.65,-18.202,1.0074,-0.00060795
61.788,-18.202,1.0074,-0.00060901
61.926,-18.202,1.0074,-0.0006101
62.065,-18.202,1.0074,-0.00061122
62.204,-18.202,1.0074,-0.00061236
62.343,-18.202,1.0074,-0.00061354
62.483,-18.202,1.0074,-0.00061475
62.622,-18.202,1.0074,-0.000616
62.762,-18.202,1.0074,-0.00061728
62.902,-18.202,1.0074,-0.00061859
63.042,-18.202,1.0074,-0.00061994
63.182,-18.202,1.0074,-0.00062132
63.323,-18.202,1.0073,-0.00062274
63.463,-18.202,1.0073,-0.0006242
63.604,-18.202,1.0073,-0.0006257
63.745,-18.202,1.0073,-0.00062724
63.886,-18.202,1.0073,-0.00062881
64.028,-18.202,1.0073,-0.00063043
64.17,-18.202,1.0073,-0.00063208
64.312,-18.202,1.0073,-0.00063378
64.454,-18.202,1.0073,-0.00063551
64.596,-18.202,1.0073,-0.00063729
64.738,-18.202,1.0073,-0.00063909
64.881,-18.202,1.0073,-0.00064094
65.024,-18.202,1.0073,-0.00064281
65.167,-18.202,1.0073,-0.00064472
65.31,-18.202,1.0073,-0.00064665
65.454,-18.202,1.0073,-0.00064861
65.597,-18.202,1.0073,-0.00065059
65.741,-18.202,1.0073,-0.00065259
65.885,-18.202,1.0073,-0.00065461
66.03,-18.202,1.0072,-0.00065665
66.174,-18.202,1.0072,-0.00065871
66.319,-18.202,1.0072,-0.00066079
66.464,-18.202,1.0072,-0.00066288
66.609,-18.202,1.0072,-0.00066498
66.754,-18.202,1.0072,-0.0006671
66.899,-18.202,1.0072,-0.00066924
67.045,-18.202,1.0072,-0.00067138
67.191,-18.202,1.0072,-0.00067355
67.337,-18.202,1.0072,-0.00067572
67.483,-18.202,1.0072,-0.00067791
67.63,-18.202,1.0072,-0.00068012
67.776,-18.202,1.0072,-0.00068235
67.923,-18.202,1.0072,-0.00068459
68.07,-18.202,1.0072,-0.00068685
68.217,-18.202,1.0072,-0.00068914
68.365,-18.202,1.0072,-0.00069144
68.513,-18.202,1.0072,-0.00069376
68.66,-18.202,1.0072,-0.0006961
68.808,-18.202,1.0072,-0.00069846
68.957,-18.202,1.0072,-0.00070084
69.105,-18.202,1.0072,-0.00070323
69.254,-18.202,1.0072,-0.00070564
69.403,-18.202,1.0072,-0.00070807
69.552,-18.202,1.0072,-0.00071051
69.701,-18.202,1.0071,-0.00071297
69.85,-18.202,1.0071,-0.00071544
70,-18.202,1.0071,-0.00071793
10.028,-18.007,1.0095,-0.0058829
10.077,-18.007,1.0096,-0.0058667
10.126,-18.007,1.0096,-0.0058505
10.175,-18.007,1.0096,-0.0058343
10.224,-18.007,1.0096,-0.005818
10.273,-18.007,1.0096,-0.0058018
10.323,-18.007,1.0096,-0.0057855
10.372,-18.007,1.0096,-0.0057692
10.421,-18.007,1.0096,-0.005753
10.471,-18.007,1.0096,-0.0057367
10.52,-18.007,1.0096,-0.0057204
10.57,-18.007,1.0097,-0.0057041
10.62,-18.007,1.0097,-0.0056878
10.67,-18.007,1.0097,-0.0056715
10.72,-18.007,1.0097,-0.0056552
10.77,-18.007,1.0097,-0.0056389
10.82,-18.007,1.0097,-0.0056226
10.87,-18.007,1.0097,-0.0056063
10.92,-18.007,1.0097,-0.00559
10.97,-18.007,1.0097,-0.0055737
11.021,-18.007,1.0097,-0.0055574
11.071,-18.007,1.0097,-0.0055411
11.122,-18.007,1.0098,-0.0055248
11.173,-18.007,1.0098,-0.0055085
11.223,-18.007,1.0098,-0.0054922
11.274,-18.007,1.0098,-0.0054759
11.325,-18.007,1.0098,-0.0054596
11.376,-18.007,1.0098,-0.0054433
11.427,-18.007,1.0098,-0.005427
11.479,-18.007,1.0098,-0.0054107
11.53,-18.007,1.0098,-0.0053944
11.581,-18.007,1.0098,-0.0053782
11.633,-18.007,1.0098,-0.0053619
11.685,-18.007,1.0098,-0.0053456
11.736,-18.007,1.0099,-0.0053293
11.788,-18.007,1.0099,-0.005313
11.84,-18.007,1.0099,-0.0052968
11.892,-18.007,1.0099,-0.0052805
11.944,-18.007,1.0099,-0.0052642
11.996,-18.007,1.0099,-0.005248
12.048,-18.007,1.0099,-0.0052317
12.101,-18.007,1.0099,-0.0052155
12.153,-18.007,1.0099,-0.0051992
12.205,-18.007,1.0099,-0.005183
12.258,-18.007,1.0099,-0.0051667
12.311,-18.007,1.0099,-0.0051505
12.364,-18.007,1.0099,-0.0051343
12.416,-18.007,1.0099,-0.0051181
12.469,-18.007,1.01,-0.0051018
12.523,-18.007,1.01,-0.0050856
12.576,-18.007,1.01,-0.0050694
12.629,-18.007,1.01,-0.0050532
12.682,-18.007,1.01,-0.005037
12.736,-18.007,1.01,-0.0050208
12.789,-18.007,1.01,-0.0050047
12.843,-18.007,1.01,-0.0049885
12.897,-18.007,1.01,-0.0049723
12.951,-18.007,1.01,-0.0049561
13.005,-18.007,1.01,-0.00494
13.059,-18.007,1.01,-0.0049238
13.113,-18.007,1.01,-0.0049077
13.167,-18.007,1.01,-0.0048916
13.221,-18.007,1.01,-0.0048754
13.276,-18.007,1.01,-0.0048593
13.33,-18.007,1.0101,-0.0048432
13.385,-18.007,1.0101,-0.0048271
13.44,-18.007,1.0101,-0.004811
13.495,-18.007,1.0101,-0.0047949
13.55,-18.007,1.0101,-0.0047788
13.605,-18.007,1.0101,-0.0047628
13.66,-18.007,1.0101,-0.0047467
13.715,-18.007,1.0101,-0.0047307
13.771,-18.007,1.0101,-0.0047146
13.826,-18.007,1.0101,-0.0046986
13.882,-18.007,1.0101,-0.0046826
13.937,-18.007,1.0101,-0.0046666
13.993,-18.007,1.0101,-0.0046506
14.049,-18.007,1.0101,-0.0046346
14.105,-18.007,1.0101,-0.0046186
14.161,-18.007,1.0101,-0.0046027
14.217,-18.007,1.0101,-0.0045867
14.274,-18.007,1.0101,-0.0045708
14.33,-18.007,1.0101,-0.0045549
14.387,-18.007,1.0101,-0.004539
14.443,-18.007,1.0101,-0.0045231
14.5,-18.007,1.0101,-0.0045072
14.557,-18.007,1.0102,-0.0044914
14.614,-18.007,1.0102,-0.0044755
14.671,-18.007,1.0102,-0.0044597
14.728,-18.007,1.0102,-0.0044439
14.785,-18.007,1.0102,-0.0044281
14.843,-18.007,1.0102,-0.0044123
14.9,-18.007,1.0102,-0.0043965
14.958,-18.007,1.0102,-0.0043808
15.016,-18.007,1.0102,-0.004365
15.073,-18.007,1.0102,-0.0043493
15.131,-18.007,1.0102,-0.0043336
15.189,-18.007,1.0102,-0.0043179
15.247,-18.007,1.0102,-0.0043022
15.306,-18.007,1.0102,-0.0042866
15.364,-18.007,1.0102,-0.0042709
15.423,-18.007,1.0102,-0.0042553
15.481,-18.007,1.0102,-0.0042397
15.54,-18.007,1.0102,-0.0042241
15.599,-18.007,1.0102,-0.0042085
15.658,-18.007,1.0102,-0.004193
15.717,-18.007,1.0102,-0.0041774
15.776,-18.007,1.0102,-0.0041619
15.835,-18.007,1.0102,-0.0041464
15.895,-18.007,1.0102,-0.0041309
15.954,-18.007,1.0102,-0.0041154
16.014,-18.007,1.0102,-0.0041
16.073,-18.007,1.0102,-0.0040845
16.133,-18.007,1.0102,-0.0040691
16.193,-18.007,1.0102,-0.0040537
16.253,-18.007,1.0102,-0.0040383
16.314,-18.007,1.0102,-0.004023
16.374,-18.007,1.0102,-0.0040076
16.434,-18.007,1.0102,-0.0039923
16.495,-18.007,1.0102,-0.003977
16.555,-18.007,1.0102,-0.0039617
16.616,-18.007,1.0102,-0.0039465
16.677,-18.007,1.0102,-0.0039312
16.738,-18.007,1.0102,-0.003916
16.799,-18.007,1.0102,-0.0039008
16.861,-18.007,1.0102,-0.0038856
16.922,-18.007,1.0102,-0.0038704
16.983,-18.007,1.0103,-0.0038553
17.045,-18.007,1.0103,-0.0038402
17.107,-18.007,1.0103,-0.0038251
17.169,-18.007,1.0103,-0.00381
17.231,-18.007,1.0103,-0.0037949
17.293,-18.007,1.0103,-0.0037799
17.355,-18.007,1.0103,-0.0037649
17.417,-18.007,1.0103,-0.0037499
17.48,-18.007,1.0103,-0.003735
17.542,-18.007,1.0103,-0.00372
17.605,-18.007,1.0103,-0.0037051
17.668,-18.007,1.0103,-0.0036902
17.731,-18.007,1.0103,-0.0036753
17.794,-18.007,1.0103,-0.0036605
17.857,-18.007,1.0103,-0.0036457
17.92,-18.007,1.0103,-0.0036309
17.984,-18.007,1.0103,-0.0036161
18.047,-18.007,1.0103,-0.0036013
18.111,-18.007,1.0103,-0.0035866
18.175,-18.007,1.0103,-0.0035719
18.239,-18.007,1.0103,-0.0035572
18.303,-18.007,1.0103,-0.0035426
18.367,-18.007,1.0103,-0.003528
18.431,-18.007,1.0103,-0.0035133
18.496,-18.007,1.0103,-0.0034988
18.56,-18.007,1.0103,-0.0034842
18.625,-18.007,1.0103,-0.0034697
18.69,-18.007,1.0103,-0.0034552
18.754,-18.007,1.0103,-0.0034407
18.82,-18.007,1.0103,-0.0034263
18.885,-18.007,1.0103,-0.0034118
18.95,-18.007,1.0103,-0.0033974
19.015,-18.007,1.0103,-0.0033831
19.081,-18.007,1.0103,-0.0033687
19.147,-18.007,1.0103,-0.0033544
19.213,-18.007,1.0103,-0.0033401
19.278,-18.007,1.0103,-0.0033258
19.345,-18.007,1.0103,-0.0033116
19.411,-18.007,1.0102,-0.0032974
19.477,-18.007,1.0102,-0.0032832
19.544,-18.007,1.0102,-0.0032691
19.61,-18.007,1.0102,-0.0032549
19.677,-18.007,1.0102,-0.0032408
19.744,-18.007,1.0102,-0.0032268
19.811,-18.007,1.0102,-0.0032127
19.878,-18.007,1.0102,-0.0031987
19.945,-18.007,1.0102,-0.0031848
20.012,-18.007,1.0102,-0.0031708
20.08,-18.007,1.0102,-0.0031569
20.148,-18.007,1.0102,-0.003143
20.215,-18.007,1.0102,-0.0031292
20.283,-18.007,1.0102,-0.0031154
20.351,-18.007,1.0102,-0.0031016
20.42,-18.007,1.0102,-0.0030878
20.488,-18.007,1.0102,-0.0030741
20.556,-18.007,1.0102,-0.0030604
20.625,-18.007,1.0102,-0.0030467
20.694,-18.007,1.0102,-0.0030331
20.762,-18.007,1.0102,-0.0030195
20.831,-18.007,1.0102,-0.003006
20.9,-18.007,1.0102,-0.0029924
20.97,-18.007,1.0102,-0.0029789
21.039,-18.007,1.0102,-0.0029655
21.109,-18.007,1.0102,-0.002952
21.178,-18.007,1.0102,-0.0029386
21.248,-18.007,1.0102,-0.0029252
21.318,-18.007,1.0102,-0.0029119
21.388,-18.007,1.0102,-0.0028986
21.458,-18.007,1.0102,-0.0028853
21.529,-18.007,1.0102,-0.0028721
21.599,-18.007,1.0102,-0.0028589
21.67,-18.007,1.0102,-0.0028457
21.74,-18.007,1.0102,-0.0028325
21.811,-18.007,1.0102,-0.0028194
21.882,-18.007,1.0102,-0.0028063
21.953,-18.007,1.0102,-0.0027933
22.025,-18.007,1.0102,-0.0027803
22.096,-18.007,1.0102,-0.0027673
22.168,-18.007,1.0102,-0.0027543
22.239,-18.007,1.0102,-0.0027414
22.311,-18.007,1.0102,-0.0027285
22.383,-18.007,1.0102,-0.0027157
22.455,-18.007,1.0101,-0.0027029
22.528,-18.007,1.0101,-0.0026901
22.6,-18.007,1.0101,-0.0026773
22.673,-18.007,1.0101,-0.0026646
22.745,-18.007,1.0101,-0.0026519
22.818,-18.007,1.0101,-0.0026393
22.891,-18.007,1.0101,-0.0026267
22.964,-18.007,1.0101,-0.0026141
23.038,-18.007,1.0101,-0.0026016
23.111,-18.007,1.0101,-0.0025891
23.185,-18.007,1.0101,-0.0025766
23.258,-18.007,1.0101,-0.0025642
23.332,-18.007,1.0101,-0.0025518
23.406,-18.007,1.0101,-0.0025395
23.48,-18.007,1.0101,-0.0025272
23.554,-18.007,1.0101,-0.0025149
23.629,-18.007,1.0101,-0.0025026
23.703,-18.007,1.0101,-0.0024904
23.778,-18.007,1.0101,-0.0024782
23.853,-18.007,1.0101,-0.0024661
23.928,-18.007,1.0101,-0.002454
24.003,-18.007,1.0101,-0.0024419
24.078,-18.007,1.0101,-0.0024299
24.154,-18.007,1.0101,-0.0024179
24.229,-18.007,1.0101,-0.0024059
24.305,-18.007,1.01,-0.002394
24.381,-18.007,1.01,-0.0023821
24.457,-18.007,1.01,-0.0023702
24.533,-18.007,1.01,-0.0023584
24.609,-18.007,1.01,-0.0023466
24.686,-18.007,1.01,-0.0023349
24.762,-18.007,1.01,-0.0023231
24.839,-18.007,1.01,-0.0023115
24.916,-18.007,1.01,-0.0022998
24.993,-18.007,1.01,-0.0022882
25.07,-18.007,1.01,-0.0022766
25.147,-18.007,1.01,-0.0022651
25.225,-18.007,1.01,-0.0022536
25.302,-18.007,1.01,-0.0022422
25.38,-18.007,1.01,-0.0022308
25.458,-18.007,1.01,-0.0022194
25.536,-18.007,1.01,-0.0022081
25.614,-18.007,1.01,-0.0021968
25.693,-18.007,1.01,-0.0021855
25.771,-18.007,1.01,-0.0021743
25.85,-18.007,1.01,-0.0021632
25.929,-18.007,1.0099,-0.002152
26.008,-18.007,1.0099,-0.002141
26.087,-18.007,1.0099,-0.0021299
26.166,-18.007,1.0099,-0.0021189
26.246,-18.007,1.0099,-0.002108
26.325,-18.007,1.0099,-0.0020971
26.405,-18.007,1.0099,-0.0020862
26.485,-18.007,1.0099,-0.0020754
26.565,-18.007,1.0099,-0.0020646
26.645,-18.007,1.0099,-0.0020538
26.725,-18.007,1.0099,-0.0020431
26.806,-18.007,1.0099,-0.0020325
26.887,-18.007,1.0099,-0.0020219
26.967,-18.007,1.0099,-0.0020113
27.048,-18.007,1.0099,-0.0020008
27.129,-18.007,1.0099,-0.0019903
27.211,-18.007,1.0099,-0.0019798
27.292,-18.007,1.0099,-0.0019694
27.374,-18.007,1.0098,-0.001959
27.455,-18.007,1.0098,-0.0019487
27.537,-18.007,1.0098,-0.0019384
27.619,-18.007,1.0098,-0.0019281
27.701,-18.007,1.0098,-0.0019179
27.784,-18.007,1.0098,-0.0019077
27.866,-18.007,1.0098,-0.0018976
27.949,-18.007,1.0098,-0.0018875
28.032,-18.007,1.0098,-0.0018774
28.115,-18.007,1.0098,-0.0018674
28.198,-18.007,1.0098,-0.0018574
28.281,-18.007,1.0098,-0.0018475
28.364,-18.007,1.0098,-0.0018376
28.448,-18.007,1.0098,-0.0018278
28.532,-18.007,1.0098,-0.0018179
28.616,-18.007,1.0098,-0.0018082
28.7,-18.007,1.0097,-0.0017984
28.784,-18.007,1.0097,-0.0017887
28.868,-18.007,1.0097,-0.0017791
28.953,-18.007,1.0097,-0.0017694
29.038,-18.007,1.0097,-0.0017599
29.122,-18.007,1.0097,-0.0017503
29.207,-18.007,1.0097,-0.0017408
29.293,-18.007,1.0097,-0.0017313
